time,ax,ay,az,gx,gy,gz
144334,-944,145,3902,26,1032,132
144336,-933,138,3898,37,999,124
144338,-949,135,3955,48,1089,89
144340,-970,131,4004,74,1209,65
144342,-992,90,3955,81,1239,76
144344,-1019,110,3906,120,1221,84
144346,-985,129,3936,147,1242,97
144348,-1006,95,3938,177,1277,125
144350,-982,146,3968,201,1314,158
144352,-983,136,4017,232,1411,186
144354,-962,75,4012,229,1466,225
144356,-960,102,3960,240,1537,254
144358,-961,137,4007,244,1620,277
144360,-967,108,4006,248,1723,290
144362,-992,122,4045,244,1806,320
144364,-1116,93,4105,280,1896,306
144366,-1217,151,4096,328,1943,303
144368,-1247,89,4112,354,1973,310
144370,-1196,85,4158,380,2007,323
144372,-1201,47,4129,427,2031,339
144374,-1223,67,4130,460,2035,354
144376,-1202,101,4138,476,2043,350
144378,-1190,93,4145,487,2048,354
144380,-1181,98,4138,477,2042,356
144382,-1192,160,4122,478,2014,371
144384,-1214,109,4124,461,2009,378
144386,-1207,138,4125,450,2011,371
144388,-1218,119,4107,440,2012,357
144390,-1234,141,4144,423,2002,349
144392,-1204,93,4120,415,1985,315
144394,-1177,130,4191,412,1986,273
144396,-1146,75,4213,410,2020,241
144398,-1142,79,4160,438,2038,204
144400,-1150,129,4124,411,2032,159
144402,-1253,144,4092,374,1991,130
144404,-1243,133,4042,337,1963,113
144406,-1223,77,4016,291,1979,97
144408,-1125,103,3969,235,2030,87
144410,-1096,-23,4039,243,2112,69
144412,-1291,-5,4127,332,2111,82
144414,-1429,68,4105,378,2046,79
144416,-1510,127,4091,434,1998,88
144418,-1478,180,4066,488,1953,111
144420,-1454,176,3996,526,1942,135
144422,-1403,218,3986,527,1915,163
144424,-1352,235,3901,503,1883,189
144426,-1327,220,3930,497,1865,198
144428,-1354,179,3860,478,1838,216
144430,-1285,235,3823,453,1817,206
144432,-1312,237,3871,451,1798,206
144434,-1300,249,3871,454,1776,192
144436,-1343,215,3859,458,1764,165
144438,-1336,260,3835,454,1761,128
144440,-1357,248,3849,436,1764,108
144442,-1329,229,3831,406,1786,57
144444,-1319,269,3780,386,1815,27
144446,-1320,242,3778,372,1855,-3
144448,-1310,217,3776,337,1907,-44
144450,-1282,259,3769,319,1972,-77
144452,-1324,257,3729,315,2033,-98
144454,-1352,254,3766,317,2072,-109
144456,-1376,310,3751,310,2094,-114
144458,-1375,338,3745,264,2120,-119
144460,-1339,305,3672,254,2205,-120
144462,-1372,358,3636,240,2299,-119
144464,-1329,344,3645,206,2387,-129
144466,-1354,323,3620,196,2431,-132
144468,-1440,308,3669,202,2437,-127
144470,-1453,347,3653,192,2438,-121
144472,-1473,349,3660,194,2473,-93
144474,-1550,289,3741,233,2462,-71
144476,-1623,337,3698,249,2413,-40
144478,-1606,364,3631,217,2350,-5
144480,-1588,306,3634,213,2320,24
144482,-1577,328,3617,202,2304,57
144484,-1570,319,3626,171,2273,83
144486,-1560,336,3607,136,2254,111
144488,-1534,319,3631,106,2241,130
144490,-1518,305,3644,77,2237,172
144492,-1553,314,3696,46,2215,200
144494,-1568,280,3688,46,2197,212
144496,-1563,276,3707,62,2167,212
144498,-1600,265,3765,71,2139,212
144500,-1620,255,3808,89,2085,211
144502,-1580,213,3841,110,2030,192
144504,-1585,231,3874,116,2018,154
144506,-1582,319,3885,95,2015,122
144508,-1568,333,3884,76,2030,53
144510,-1596,342,3882,54,2077,-13
144512,-1588,365,3818,26,2119,-84
144514,-1617,340,3836,5,2153,-138
144516,-1635,273,3785,8,2184,-184
144518,-1712,263,3789,23,2204,-207
144520,-1793,307,3848,44,2167,-212
144522,-1819,341,3821,54,2133,-208
144524,-1824,339,3776,74,2107,-232
144526,-1893,395,3750,75,2070,-249
144528,-1824,449,3724,21,2048,-253
144530,-1773,409,3696,13,2036,-257
144532,-1792,413,3685,-24,2019,-240
144534,-1798,397,3671,-64,1988,-228
144536,-1780,357,3644,-72,1957,-221
144538,-1797,427,3626,-115,1908,-177
144540,-1798,357,3612,-144,1872,-152
144542,-1811,353,3624,-140,1859,-144
144544,-1814,307,3581,-144,1839,-130
144546,-1813,276,3551,-138,1828,-137
144548,-1787,233,3550,-130,1816,-133
144550,-1829,237,3554,-135,1807,-122
144552,-1855,268,3536,-161,1796,-95
144554,-1906,265,3539,-145,1802,-61
144556,-1877,281,3525,-138,1814,-25
144558,-1859,271,3538,-146,1845,18
144560,-1868,212,3582,-131,1875,37
144562,-1851,264,3606,-125,1898,79
144564,-1836,270,3624,-130,1905,108
144566,-1884,242,3630,-108,1935,120
144568,-1866,227,3628,-112,1973,129
144570,-1853,252,3634,-126,2008,135
144572,-1872,274,3656,-152,2055,123
144574,-1854,241,3649,-178,2095,116
144576,-1866,205,3585,-185,2136,100
144578,-1869,255,3636,-197,2165,90
144580,-1873,230,3603,-197,2197,77
144582,-1903,221,3597,-190,2229,54
144584,-1911,248,3644,-189,2269,35
144586,-1925,195,3592,-174,2306,32
144588,-1942,181,3624,-146,2338,0
144590,-1954,197,3626,-147,2375,-11
144592,-1921,226,3596,-152,2417,-19
144594,-1965,225,3619,-189,2449,-17
144596,-2019,263,3578,-209,2478,-22
144598,-2009,273,3517,-179,2555,-23
144600,-1958,239,3507,-146,2657,-19
144602,-1934,185,3508,-131,2741,-31
144604,-1929,176,3489,-99,2813,-63
144606,-1922,210,3476,-107,2853,-77
144608,-1971,256,3520,-133,2883,-100
144610,-2014,244,3545,-171,2922,-120
144612,-2025,255,3516,-191,2965,-138
144614,-2019,233,3501,-195,3033,-160
144616,-2051,219,3516,-200,3090,-153
144618,-2110,200,3620,-173,3139,-125
144620,-2181,236,3662,-134,3159,-90
144622,-2193,238,3583,-88,3188,-41
144624,-2192,227,3560,-72,3211,-13
144626,-2168,248,3514,-78,3226,11
144628,-2220,195,3536,-71,3209,35
144630,-2265,219,3557,-82,3176,53
144632,-2282,229,3565,-89,3137,52
144634,-2255,232,3527,-86,3113,52
144636,-2283,213,3528,-111,3079,66
144638,-2293,213,3566,-117,3051,82
144640,-2286,236,3544,-135,3012,95
144642,-2276,233,3503,-143,2988,107
144644,-2270,209,3443,-126,2982,109
144646,-2263,194,3447,-99,2983,114
144648,-2273,224,3407,-89,2999,108
144650,-2252,259,3372,-92,3013,107
144652,-2315,212,3354,-82,3019,118
144654,-2323,204,3338,-67,3017,118
144656,-2331,224,3360,-51,3025,117
144658,-2283,232,3283,-37,3050,109
144660,-2297,223,3313,-9,3069,95
144662,-2297,271,3276,8,3075,88
144664,-2242,270,3257,4,3125,74
144666,-2161,251,3195,28,3228,61
144668,-2073,271,3252,38,3344,58
144670,-2091,264,3212,44,3458,53
144672,-1777,226,3212,99,3697,97
144674,-2260,381,3121,105,3744,42
144676,-2415,399,3089,97,3751,-36
144678,-2547,271,3301,206,3792,-76
144680,-2580,460,3232,211,3750,-128
144682,-2656,405,3169,172,3726,-191
144684,-2669,382,3130,186,3707,-205
144686,-2609,371,3194,161,3715,-213
144688,-2495,298,3204,160,3760,-207
144690,-2613,270,3158,177,3777,-231
144692,-2485,229,3158,183,3798,-232
144694,-2712,262,3126,194,3739,-283
144696,-2733,237,3149,212,3676,-355
144698,-2652,203,3133,238,3683,-381
144700,-2603,265,3138,228,3688,-403
144702,-2642,204,3096,220,3682,-430
144704,-2698,191,3113,234,3630,-432
144706,-2725,208,3111,230,3589,-438
144708,-2769,172,3095,212,3563,-443
144710,-2841,190,3149,219,3492,-440
144712,-2901,148,3057,182,3399,-457
144714,-2870,123,3015,185,3351,-478
144716,-2828,135,2996,212,3291,-504
144718,-2818,185,2988,208,3225,-530
144720,-2765,198,3035,196,3189,-543
144722,-2750,243,2990,200,3165,-569
144724,-2734,226,3061,181,3138,-585
144726,-2696,235,3033,174,3121,-599
144728,-2707,221,2972,177,3114,-611
144730,-2803,222,2953,164,3089,-632
144732,-2754,255,2925,113,3057,-679
144734,-2703,244,2924,77,3059,-718
144736,-2722,259,2956,47,3076,-721
144738,-2720,240,2859,29,3076,-745
144740,-2749,246,2877,20,3097,-779
144742,-2811,248,2826,10,3100,-821
144744,-2821,236,2851,30,3096,-842
144746,-2867,254,2858,30,3085,-872
144748,-2879,241,2803,40,3080,-906
144750,-2854,285,2804,13,3071,-938
144752,-2853,294,2829,-28,3048,-964
144754,-2880,275,2824,-33,3042,-983
144756,-2847,243,2753,-43,3010,-1003
144758,-2849,281,2772,-78,2987,-1028
144760,-2808,274,2769,-102,2972,-1052
144762,-2850,262,2737,-114,2959,-1052
144764,-2875,194,2686,-120,2935,-924
144766,-2930,246,2700,-141,2940,-821
144768,-2986,277,2667,-155,2967,-776
144770,-2917,277,2681,-158,2984,-736
144772,-2854,234,2645,-144,2997,-681
144774,-2835,231,2662,-125,3010,-661
144776,-2791,203,2671,-121,3017,-652
144778,-2811,181,2629,-99,3026,-665
144780,-2826,196,2604,-98,3038,-688
144782,-2846,253,2646,-113,3051,-704
144784,-2870,215,2645,-127,3061,-717
144786,-2923,225,2643,-160,3065,-724
144788,-2901,205,2594,-212,3052,-752
144790,-2918,221,2614,-225,3069,-748
144792,-2919,162,2598,-237,3102,-750
144794,-2924,157,2642,-253,3101,-754
144796,-2968,125,2604,-256,3104,-757
144798,-2993,129,2561,-268,3084,-763
144800,-3044,148,2567,-271,3059,-768
144802,-3079,152,2553,-278,3021,-769
144804,-3041,144,2581,-294,3004,-776
144806,-3089,159,2597,-301,2983,-784
144808,-3095,129,2563,-301,2951,-781
144810,-3114,142,2567,-302,2920,-786
144812,-3175,166,2557,-309,2873,-781
144814,-3158,139,2559,-324,2839,-771
144816,-3192,115,2519,-335,2811,-759
144818,-3218,123,2520,-340,2770,-744
144820,-3225,95,2494,-334,2741,-730
144822,-3233,120,2542,-327,2733,-728
144824,-3261,141,2552,-321,2697,-739
144826,-3259,94,2526,-318,2660,-746
144828,-3272,89,2509,-323,2624,-775
144830,-3266,109,2495,-320,2587,-799
144832,-3317,126,2510,-331,2545,-823
144834,-3323,119,2514,-346,2514,-839
144836,-3316,99,2508,-348,2488,-850
144838,-3339,71,2547,-334,2477,-860
144840,-3306,80,2511,-326,2473,-875
144842,-3322,104,2493,-332,2481,-894
144844,-3318,69,2477,-327,2490,-910
144846,-3317,85,2420,-317,2505,-928
144848,-3291,92,2388,-311,2539,-957
144850,-3314,94,2406,-319,2566,-942
144852,-3286,69,2396,-313,2594,-889
144854,-3315,135,2386,-299,2666,-970
144856,-3295,117,2412,-305,2703,-1015
144858,-3258,70,2392,-291,2715,-1050
144860,-3218,109,2388,-279,2741,-1098
144862,-3304,46,2332,-263,2760,-1165
144864,-3279,30,2353,-255,2768,-1196
144866,-3271,37,2327,-255,2777,-1232
144868,-3293,25,2302,-255,2806,-1259
144870,-3305,33,2275,-252,2832,-1271
144872,-3308,46,2262,-253,2870,-1291
144874,-3306,50,2250,-259,2891,-1302
144876,-3348,34,2273,-268,2903,-1320
144878,-3406,27,2259,-264,2893,-1343
144880,-3383,10,2227,-254,2880,-1363
144882,-3366,-11,2259,-241,2907,-1379
144884,-3376,-16,2242,-222,2927,-1407
144886,-3423,-53,2192,-189,2954,-1457
144888,-3420,-61,2266,-151,2987,-1498
144890,-3429,-60,2251,-121,2987,-1537
144892,-3453,-123,2285,-125,2983,-1579
144894,-3477,-139,2320,-132,2990,-1613
144896,-3487,-164,2300,-136,3000,-1644
144898,-3513,-175,2316,-130,2996,-1675
144900,-3523,-181,2310,-129,2974,-1713
144902,-3489,-175,2286,-143,2969,-1739
144904,-3476,-209,2296,-139,2987,-1756
144906,-3475,-177,2219,-124,3006,-1768
144908,-3452,-166,2251,-120,3043,-1777
144910,-3459,-167,2184,-113,3107,-1746
144912,-3432,-108,2198,-120,3174,-1726
144914,-3446,-102,2116,-105,3222,-1688
144916,-3429,-78,2076,-91,3291,-1628
144918,-3385,-41,2020,-101,3382,-1578
144920,-3346,-70,1945,-74,3494,-1531
144922,-3265,7,1883,-60,3658,-1467
144924,-3292,1,1895,-47,3758,-1442
144926,-3275,-26,1862,-6,3887,-1404
144928,-3260,-43,1840,66,4073,-1361
144930,-3200,9,1817,140,4287,-1291
144932,-3141,-14,1738,200,4541,-1203
144934,-3105,20,1713,243,4840,-1112
144936,-3210,30,1761,253,5093,-1041
144938,-3346,-10,1784,286,5288,-986
144940,-3416,21,1776,300,5482,-918
144942,-3437,6,1802,323,5663,-838
144944,-3548,-73,1753,384,5782,-740
144946,-3652,-114,1767,408,5863,-656
144948,-3625,-94,1764,376,5930,-581
144950,-3555,-83,1667,338,6037,-509
144952,-3688,-74,1670,275,6137,-421
144954,-3746,-82,1606,244,6151,-372
144956,-3764,-106,1611,229,6151,-324
144958,-3754,-126,1629,191,6146,-267
144960,-3775,-133,1614,163,6162,-192
144962,-3780,-141,1499,123,6145,-148
144964,-3856,-171,1452,95,6089,-116
144966,-3922,-182,1489,38,6032,-81
144968,-3979,-235,1450,3,5935,-50
144970,-4036,-225,1460,-7,5849,-21
144972,-4053,-260,1417,-37,5787,29
144974,-4037,-246,1405,-61,5702,61
144976,-4047,-281,1408,-104,5619,90
144978,-4065,-330,1351,-124,5512,131
144980,-4106,-354,1293,-151,5352,156
144982,-4117,-401,1325,-157,5178,209
144984,-4094,-319,1292,-190,5073,240
144986,-4125,-417,1310,-219,4966,264
144988,-4129,-435,1282,-208,4832,287
144990,-4073,-384,1293,-219,4695,300
144992,-4118,-306,1193,-258,4581,304
144994,-3996,-386,1184,-252,4450,277
144996,-3965,-342,1169,-251,4309,243
144998,-3998,-330,1112,-287,4162,189
145000,-4050,-326,1131,-328,4007,131
145002,-4065,-351,1129,-337,3900,108
145004,-4072,-322,1099,-330,3799,101
145006,-4128,-327,1151,-350,3697,92
145008,-4167,-366,1103,-353,3603,79
145010,-4141,-378,1072,-357,3500,60
145012,-4156,-381,1082,-375,3377,44
145014,-4204,-373,1023,-384,3286,13
145016,-4156,-396,1003,-366,3179,-17
145018,-4142,-433,1006,-337,3084,-51
145020,-4139,-383,1015,-344,2954,-89
145022,-4131,-390,1032,-335,2840,-131
145024,-4129,-366,996,-305,2728,-160
145026,-4124,-303,981,-280,2607,-208
145028,-4096,-291,931,-269,2504,-238
145030,-4070,-282,876,-267,2401,-266
145032,-4081,-271,886,-249,2290,-303
145034,-4070,-286,894,-207,2192,-334
145036,-4022,-263,823,-161,2102,-363
145038,-4047,-189,844,-179,2014,-377
145040,-4026,-195,798,-188,1923,-395
145042,-3988,-202,836,-194,1844,-414
145044,-3964,-177,775,-189,1799,-390
145046,-4000,-158,703,-156,1743,-377
145048,-3968,-158,732,-165,1705,-355
145050,-3965,-155,785,-175,1684,-317
145052,-3926,-171,714,-156,1684,-269
145054,-3910,-143,676,-167,1694,-229
145056,-3886,-140,691,-171,1698,-176
145058,-3894,-159,720,-170,1714,-129
145060,-3852,-138,665,-173,1727,-86
145062,-3858,-142,670,-190,1756,-46
145064,-3809,-134,654,-163,1811,-6
145066,-3765,-121,675,-164,1855,27
145068,-3788,-91,645,-160,1901,61
145070,-3754,-88,668,-140,1952,88
145072,-3757,-65,668,-147,2000,114
145074,-3738,-55,650,-137,2042,139
145076,-3732,-70,587,-122,2099,177
145078,-3723,-7,572,-136,2157,202
145080,-3739,-40,581,-147,2203,228
145082,-3751,-67,567,-120,2282,278
145084,-3697,-48,612,-154,2340,331
145086,-3698,-102,611,-163,2416,390
145088,-3725,-98,611,-181,2498,443
145090,-3739,-147,642,-156,2597,496
145092,-3770,-176,591,-133,2677,552
145094,-3812,-150,619,-149,2737,597
145096,-3811,-200,590,-128,2798,649
145098,-3818,-182,567,-127,2852,709
145100,-3806,-219,545,-113,2912,764
145102,-3855,-179,488,-73,2979,838
145104,-3848,-185,546,-76,3008,901
145106,-3809,-220,556,-71,3044,967
145108,-3774,-161,555,-59,3076,1037
145110,-3868,-124,462,-67,3090,1081
145112,-3902,-102,437,-54,3090,1116
145114,-3917,-67,448,-51,3086,1134
145116,-3882,-58,417,-43,3078,1167
145118,-3927,-58,346,-52,3051,1185
145120,-3978,-87,395,-83,3020,1186
145122,-3961,-62,355,-112,2963,1195
145124,-3995,-62,339,-118,2887,1198
145126,-4010,-60,284,-134,2812,1195
145128,-4015,-44,259,-154,2741,1180
145130,-4034,-59,266,-169,2659,1181
145132,-4103,-35,279,-205,2557,1174
145134,-4110,-59,246,-216,2495,1163
145136,-4109,-19,256,-258,2428,1150
145138,-4093,-26,250,-261,2340,1141
145140,-4091,-40,281,-247,2270,1121
145142,-4116,-20,255,-243,2214,1100
145144,-4150,-8,277,-252,2163,1055
145146,-4160,-7,262,-240,2116,1007
145148,-4181,-47,249,-237,2063,976
145150,-4169,-61,283,-218,2010,946
145152,-4172,-34,290,-207,1952,905
145154,-4176,-75,255,-202,1889,875
145156,-4167,-74,291,-186,1809,812
145158,-4162,-120,250,-152,1706,773
145160,-4175,-78,253,-126,1601,701
145162,-4161,-1,232,-171,1486,519
145164,-4162,-33,296,-159,1411,418
145166,-4181,148,320,-174,1351,226
145168,-4174,52,283,-200,1307,57
145170,-4219,-27,305,-150,1253,25
145172,-4251,-15,223,-120,1199,32
145174,-4269,-45,223,-125,1154,28
145176,-4296,-34,220,-127,1133,21
145178,-4291,-61,245,-113,1094,10
145180,-4286,-44,224,-112,1048,12
145182,-4282,-34,203,-97,1003,12
145184,-4231,14,164,-76,957,0
145186,-4188,83,172,-70,938,-10
145188,-4126,132,167,-74,942,-19
145190,-4098,172,151,-86,963,-13
145192,-4023,188,138,-120,997,9
145194,-3974,193,97,-136,1033,28
145196,-3969,235,78,-152,1079,58
145198,-3950,242,103,-171,1130,92
145200,-3935,198,111,-169,1178,107
145202,-3895,260,71,-211,1202,111
145204,-3840,244,71,-247,1230,122
145206,-3851,227,65,-275,1257,112
145208,-3798,274,108,-306,1278,98
145210,-3806,224,100,-316,1287,84
145212,-3841,223,66,-317,1289,58
145214,-3881,180,67,-352,1266,24
145216,-3908,171,73,-369,1241,-2
145218,-3929,164,45,-388,1227,-43
145220,-3942,145,43,-405,1208,-76
145222,-3922,147,74,-428,1197,-117
145224,-3966,161,85,-450,1198,-133
145226,-3959,147,97,-463,1202,-146
145228,-3984,117,77,-496,1208,-168
145230,-3996,93,99,-515,1208,-170
145232,-4025,46,120,-534,1206,-181
145234,-4044,-9,99,-541,1191,-188
145236,-4049,-50,92,-560,1171,-188
145238,-4089,-95,44,-563,1126,-191
145240,-4105,-142,74,-553,1061,-201
145242,-4147,-204,51,-542,973,-208
145244,-4191,-247,46,-507,847,-205
145246,-4282,-291,-3,-448,675,-225
145248,-4316,-292,-2,-381,504,-246
145250,-4344,-313,-32,-310,333,-261
145252,-4340,-342,-47,-222,121,-265
145254,-4351,-366,-36,-163,-3,-261
145256,-4334,-355,-60,-97,-142,-264
145258,-4292,-390,-54,-29,-294,-267
145260,-4269,-384,-25,33,-435,-275
145262,-4234,-387,-9,99,-581,-280
145264,-4197,-337,-11,163,-733,-290
145266,-4168,-342,-3,227,-867,-298
145268,-4127,-259,-31,277,-1003,-308
145270,-4104,-228,-22,327,-1117,-327
145272,-4087,-262,45,387,-1234,-349
145274,-4050,-204,83,425,-1348,-379
145276,-4006,-132,36,426,-1453,-418
145278,-3951,-66,15,422,-1522,-440
145280,-3887,-59,48,412,-1585,-475
145282,-3865,-44,-1,394,-1623,-506
145284,-3855,-22,32,386,-1637,-519
145286,-3842,0,37,370,-1642,-531
145288,-3789,-12,68,353,-1628,-532
145290,-3770,21,38,341,-1589,-519
145292,-3780,-6,-10,336,-1531,-499
145294,-3780,79,14,331,-1460,-473
145296,-3740,72,60,315,-1395,-434
145298,-3759,69,-7,315,-1331,-376
145300,-3739,42,20,296,-1263,-333
145302,-3734,59,57,285,-1210,-306
145304,-3728,6,68,291,-1151,-274
145306,-3726,13,78,293,-1100,-251
145308,-3739,24,89,304,-1061,-225
145310,-3737,-4,34,319,-1039,-222
145312,-3797,36,74,330,-1036,-212
145314,-3813,33,54,326,-1035,-213
145316,-3866,31,144,316,-1026,-210
145318,-3870,21,153,301,-998,-202
145320,-3873,-13,190,272,-947,-186
145322,-3917,-55,207,246,-903,-157
145324,-3933,-51,234,226,-861,-125
145326,-3938,-74,284,217,-828,-100
145328,-3995,-98,273,204,-791,-61
145330,-4008,-76,294,174,-753,-37
145332,-4036,-6,304,130,-725,-20
145334,-4026,40,337,83,-683,-17
145336,-3973,66,394,37,-636,-36
145338,-3942,65,470,-6,-575,-82
145340,-3902,28,491,-43,-499,-159
145342,-3642,118,499,-107,-416,-336
145344,-3510,144,509,-154,-375,-532
145346,-3041,300,496,-212,-413,-904
145348,-2623,591,164,-310,-684,-1496
145350,-3209,453,347,-281,-936,-1765
145352,-3627,274,492,-226,-896,-1763
145354,-3759,175,499,-245,-677,-1720
145356,-3874,137,371,-323,-456,-1728
145358,-4007,151,284,-427,-338,-1758
145360,-4098,114,245,-506,-295,-1780
145362,-4193,-76,287,-503,-268,-1765
145364,-4277,-107,264,-515,-283,-1805
145366,-4375,-217,320,-532,-361,-1886
145368,-4470,-276,285,-553,-495,-1954
145370,-4557,-369,306,-560,-673,-1998
145372,-4597,-484,241,-537,-984,-2056
145374,-4602,-532,266,-545,-1160,-2098
145376,-4688,-698,447,-533,-1251,-2089
145378,-4736,-833,605,-503,-1272,-2025
145380,-4739,-900,677,-470,-1225,-1918
145382,-4770,-950,744,-446,-1123,-1798
145384,-4819,-973,722,-423,-1013,-1682
145386,-4796,-1004,723,-398,-912,-1567
145388,-4769,-862,647,-379,-826,-1477
145390,-4751,-752,576,-369,-765,-1411
145392,-4677,-659,518,-355,-706,-1342
145394,-4629,-571,427,-348,-649,-1280
145396,-4532,-461,384,-346,-599,-1212
145398,-4506,-367,313,-346,-555,-1124
145400,-4486,-268,262,-359,-513,-1019
145402,-4300,-112,221,-394,-461,-925
145404,-4225,-72,224,-422,-429,-884
145406,-4133,38,215,-437,-398,-868
145408,-3999,104,162,-445,-376,-874
145410,-4059,129,28,-402,-399,-928
145412,-4046,150,26,-372,-437,-972
145414,-3996,173,39,-308,-461,-1009
145416,-3935,156,44,-256,-462,-1040
145418,-3987,150,38,-230,-463,-1043
145420,-3962,126,36,-191,-473,-1036
145422,-3946,109,-3,-185,-440,-1023
145424,-3898,49,102,-160,-382,-981
145426,-3899,61,78,-141,-327,-941
145428,-3909,10,126,-147,-275,-870
145430,-3889,-37,62,-139,-256,-745
145432,-3868,-140,47,-117,-253,-558
145434,-3883,-187,31,-81,-257,-461
145436,-3863,-196,-20,-53,-279,-357
145438,-3854,-199,-4,-25,-307,-240
145440,-3865,-275,-47,18,-336,-168
145442,-3880,-273,-13,57,-397,-102
145444,-3771,-265,71,83,-455,-50
145446,-3724,-290,104,113,-512,-19
145448,-3703,-280,126,143,-606,-26
145450,-3681,-298,89,200,-711,-51
145452,-3721,-270,81,237,-843,-73
145454,-3717,-245,108,266,-971,-95
145456,-3706,-274,119,282,-1072,-121
145458,-3718,-304,160,301,-1174,-165
145460,-3644,-332,217,318,-1255,-226
145462,-3675,-360,306,317,-1321,-293
145464,-3655,-349,332,332,-1337,-334
145466,-3692,-334,372,339,-1330,-380
145468,-3756,-332,413,347,-1295,-432
145470,-3752,-346,446,367,-1267,-514
145472,-3772,-329,452,390,-1249,-606
145474,-3776,-330,434,402,-1228,-705
145476,-3862,-296,429,407,-1156,-830
145478,-4061,-275,598,397,-985,-980
145480,-4204,-268,693,367,-727,-1082
145482,-4309,-344,724,329,-460,-1161
145484,-4372,-448,739,294,-254,-1205
145486,-4393,-556,648,260,-170,-1237
145488,-4415,-601,587,251,-163,-1262
145490,-4413,-645,567,261,-180,-1279
145492,-4383,-639,608,282,-204,-1337
145494,-4371,-597,625,290,-204,-1392
145496,-4308,-589,686,298,-175,-1441
145498,-4247,-582,741,299,-111,-1497
145500,-4255,-597,706,289,-61,-1540
145502,-4210,-655,737,284,-17,-1578
145504,-4202,-715,714,284,21,-1595
145506,-4178,-733,690,294,38,-1601
145508,-4186,-781,666,291,35,-1588
145510,-4176,-743,679,266,36,-1566
145512,-4104,-712,711,222,54,-1539
145514,-4016,-658,739,166,104,-1515
145516,-3967,-578,734,109,189,-1488
145518,-3904,-517,744,66,280,-1467
145520,-3893,-521,676,27,350,-1454
145522,-3986,-502,607,-16,402,-1409
145524,-4050,-490,596,-36,418,-1377
145526,-4090,-547,594,-58,469,-1341
145528,-4105,-566,616,-96,530,-1295
145530,-4113,-628,646,-124,609,-1252
145532,-4096,-641,694,-164,707,-1212
145534,-4068,-697,707,-219,805,-1162
145536,-4060,-736,760,-269,897,-1094
